Western Area Urban,293337290,Western Area Rural,primary
Western Area Urban,28430446,Western Area Rural,tertiary
Western Area Urban,306767870,Western Area Rural,path
Western Area Urban,306767872,Western Area Rural,track
Western Area Urban,270654651,Western Area Rural,service
Western Area Urban,298814137,Western Area Rural,residential
Western Area Urban,205999885,Western Area Rural,residential
Western Area Urban,300029526,Western Area Rural,residential
Western Area Urban,205847740,Western Area Rural,residential
Western Area Urban,306771546,Western Area Rural,track
Western Area Urban,299120912,Western Area Rural,track
Western Area Urban,28392965,Western Area Rural,unclassified
Western Area Urban,205847700,Western Area Rural,residential
Western Area Urban,176819725,Western Area Rural,primary
Western Area Urban,300262581,Port Loko,unclassified
Western Area Urban,298814150,Western Area Rural,residential
Western Area Urban,306950397,Western Area Rural,track
Western Area Urban,298783020,Western Area Rural,residential
Western Area Urban,298672521,Western Area Rural,unclassified
Western Area Urban,300033753,Western Area Rural,residential
Western Area Urban,34692618,Western Area Rural,primary
Western Area Urban,205999912,Western Area Rural,residential
Koinadugu,295433484,Tonkolili,path
Koinadugu,293638361,Kono,path
Koinadugu,293638362,Kono,unclassified
Koinadugu,294041720,Kono,path
Koinadugu,309120525,Bombali,primary
Koinadugu,300729187,Tonkolili,unclassified
Koinadugu,273334829,Kono,unclassified
Koinadugu,256198999,Kono,track
Koinadugu,309142469,Bombali,unclassified
Koinadugu,310635359,Bombali,path
Koinadugu,293145641,Kono,unclassified
Koinadugu,300729200,Tonkolili,path
Koinadugu,310635355,Bombali,path
Koinadugu,310635356,Bombali,path
Koinadugu,293295340,Kono,unclassified
Koinadugu,293270721,Kono,unclassified
Koinadugu,285351164,Tonkolili,unclassified
Koinadugu,293165775,Kono,unclassified
Koinadugu,293900182,Tonkolili,unclassified
Koinadugu,303708341,Kono,path
Koinadugu,293290383,Kono,tertiary
Koinadugu,307627418,Bombali,path
Koinadugu,303708339,Kono,path
Koinadugu,293760329,Tonkolili,path
Koinadugu,302720477,Bombali,unclassified
Koinadugu,293900183,Kono,track
Koinadugu,294041731,Tonkolili,unclassified
Koinadugu,275123196,Bombali,unclassified
Koinadugu,256199024,Kono,track
Koinadugu,293900178,Tonkolili,unclassified
Koinadugu,256199029,Kono,track
Koinadugu,293147803,Kono,tertiary
Koinadugu,292479874,Tonkolili,residential
Koinadugu,293147800,Kono,tertiary
Koinadugu,307627414,Bombali,path
Koinadugu,303708377,Kono,path
Koinadugu,309666548,Bombali,path
Koinadugu,302702097,Tonkolili,track
Koinadugu,305244834,Tonkolili,path
Koinadugu,255924810,Kono,unclassified
Koinadugu,255924812,Kono,unclassified
Koinadugu,302720470,Bombali,unclassified
Koinadugu,297996416,Tonkolili,unclassified
Koinadugu,296192494,Kono,path
Koinadugu,302720472,Bombali,unclassified
Koinadugu,306366040,Bombali,unclassified
Koinadugu,302720482,Bombali,unclassified
Koinadugu,293533560,Tonkolili,unclassified
Koinadugu,307627417,Bombali,path
Koinadugu,294197635,Kono,path
Koinadugu,307783586,Bombali,residential
Koinadugu,305243757,Tonkolili,path
Koinadugu,292462084,Tonkolili,unclassified
Koinadugu,307627409,Bombali,track
Koinadugu,307627406,Bombali,track
Koinadugu,307627400,Bombali,path
Koinadugu,261015331,Tonkolili,unclassified
Koinadugu,295792856,Kono,path
Koinadugu,293295337,Kono,unclassified
Koinadugu,296192444,Kono,path
Koinadugu,300729152,Tonkolili,unclassified
Koinadugu,295792885,Kono,path
Koinadugu,293165749,Kono,unclassified
Koinadugu,295431540,Tonkolili,path
Koinadugu,293638354,Kono,unclassified
Koinadugu,310292596,Bombali,path
Koinadugu,310292586,Bombali,track
Koinadugu,294197640,Kono,path
Koinadugu,293638356,Kono,unclassified
Koinadugu,307627416,Bombali,path
Koinadugu,309501450,Bombali,path
Koinadugu,306361202,Bombali,track
Koinadugu,305786675,Kono,path
Koinadugu,302720476,Bombali,unclassified
Koinadugu,256199030,Kono,track
Koinadugu,302720478,Bombali,unclassified
Koinadugu,303708382,Kono,path
Koinadugu,304256474,Kono,unclassified
Koinadugu,295433069,Tonkolili,path
Koinadugu,294085038,Tonkolili,unclassified
Koinadugu,261015929,Tonkolili,unclassified
Kailahun,293042994,Kenema,path
Kailahun,40180082,Kono,primary
Kailahun,300266375,Kono,primary
Kailahun,288840085,Kenema,tertiary
Kailahun,289557203,Kenema,unclassified
Kailahun,293356204,Kenema,tertiary
Kailahun,297168345,Kenema,secondary
Kailahun,292649206,Kenema,unclassified
Kailahun,289106538,Kenema,unclassified
Kailahun,294402908,Kenema,path
Kailahun,288889574,Kenema,path
Kailahun,293042986,Kenema,path
Kailahun,292773585,Kenema,unclassified
Kailahun,40573524,Kenema,primary
Kailahun,292382198,Kono,path
Western Area Rural,300037981,Western Area Urban,residential
Western Area Rural,306340152,Port Loko,path
Western Area Rural,162146475,Western Area Urban,tertiary
Western Area Rural,205999930,Western Area Urban,residential
Western Area Rural,305925541,Western Area Urban,path
Western Area Rural,299378405,Port Loko,path
Western Area Rural,299282121,Port Loko,unclassified
Western Area Rural,306769842,Western Area Urban,path
Western Area Rural,306005582,Western Area Urban,footway
Western Area Rural,298783068,Western Area Urban,residential
Western Area Rural,298783065,Western Area Urban,residential
Western Area Rural,306340153,Port Loko,path
Western Area Rural,187674243,Western Area Urban,primary
Western Area Rural,299120906,Western Area Urban,residential
Western Area Rural,298782996,Western Area Urban,residential
Western Area Rural,298818158,Western Area Urban,residential
Western Area Rural,298783014,Western Area Urban,residential
Western Area Rural,298825240,Western Area Urban,track
Western Area Rural,298825245,Western Area Urban,track
Western Area Rural,205834499,Western Area Urban,residential
Western Area Rural,205834553,Western Area Urban,residential
Western Area Rural,298783080,Western Area Urban,residential
Western Area Rural,299282118,Port Loko,unclassified
Western Area Rural,300033747,Western Area Urban,residential
Western Area Rural,175925853,Western Area Urban,residential
Western Area Rural,298818174,Western Area Urban,residential
Western Area Rural,206007516,Western Area Urban,residential
Western Area Rural,298672484,Western Area Urban,residential
Western Area Rural,205948513,Western Area Urban,residential
Western Area Rural,298663740,Western Area Urban,residential
Western Area Rural,293594319,Western Area Urban,primary
Western Area Rural,299280213,Port Loko,unclassified
Western Area Rural,298814128,Western Area Urban,track
Western Area Rural,299378116,Port Loko,unclassified
Western Area Rural,307321579,Western Area Urban,track
Western Area Rural,205999896,Western Area Urban,residential
Western Area Rural,298783035,Western Area Urban,residential
Western Area Rural,298783033,Western Area Urban,residential
Western Area Rural,298672466,Western Area Urban,residential
Western Area Rural,307735626,Western Area Urban,residential
Western Area Rural,300119717,Western Area Urban,residential
Western Area Rural,298783023,Western Area Urban,residential
Western Area Rural,205847649,Western Area Urban,residential
Western Area Rural,298783025,Western Area Urban,service
Western Area Rural,37184316,Western Area Urban,unclassified
Western Area Rural,308202654,Western Area Urban,residential
Western Area Rural,298814143,Western Area Urban,residential
Western Area Rural,299252566,Port Loko,track
Western Area Rural,298783054,Western Area Urban,residential
Western Area Rural,298783050,Western Area Urban,residential
Western Area Rural,298782995,Western Area Urban,residential
Western Area Rural,299122253,Western Area Urban,residential
Western Area Rural,205847667,Western Area Urban,tertiary
Western Area Rural,298818143,Western Area Urban,residential
Western Area Rural,299378393,Port Loko,path
Western Area Rural,298672523,Western Area Urban,residential
Western Area Rural,205834547,Western Area Urban,service
Western Area Rural,306014524,Port Loko,unclassified
Western Area Rural,293337290,Western Area Urban,primary
Western Area Rural,28430446,Western Area Urban,tertiary
Western Area Rural,306767870,Western Area Urban,path
Western Area Rural,37416337,Port Loko,primary
Western Area Rural,306767872,Western Area Urban,track
Western Area Rural,299378569,Port Loko,path
Western Area Rural,270654651,Western Area Urban,service
Western Area Rural,298814137,Western Area Urban,residential
Western Area Rural,205999885,Western Area Urban,residential
Western Area Rural,40820101,Port Loko,secondary
Western Area Rural,298020071,Port Loko,unclassified
Western Area Rural,300029526,Western Area Urban,residential
